Geneid	Anotacion	Locus	ID	C.1	C.3	C.4	F.1	F.2	F.4	M.1	M.3	M.4	H.1	H.2	H.3
cds1462	hypothetical protein	RPHASCH2410_PD01360	WP_016735601.1	59	36	37	395	476	399	404	387	335	342	400	337
cds1463	hypothetical protein	RPHASCH2410_PD01365	WP_016735602.1	132	94	110	208	188	209	172	95	102	161	188	118
cds1464	aminoglycoside phosphotransferase	RPHASCH2410_PD01370	WP_016735603.1	4676	4074	4750	3108	3493	3516	2953	1447	2447	2684	4277	2457
cds1465	FAD-dependent monooxygenase	RPHASCH2410_PD01375	WP_052766881.1	1373	1073	1223	3528	3609	3597	1833	1368	1527	2394	3256	2102
cds1466	PadR family transcriptional regulator		gbkey=CDS	6537	4881	5674	5793	5973	6243	4260	4300	3693	3943	5560	3787
cds1467	hypothetical protein		WP_080956191.1	322	238	272	307	336	321	223	167	182	207	316	196
cds1468	response regulator	RPHASCH2410_PD01390	WP_016735607.1	476	459	515	353	446	420	378	251	259	367	384	355
cds1469	hypothetical protein	RPHASCH2410_PD01395	WP_016735608.1	1846	1624	1816	1356	1432	1427	912	815	873	1054	1404	1040
cds1470	hypothetical protein	RPHASCH2410_PD01400	WP_029531751.1	150	106	164	111	145	155	123	94	99	114	168	137
cds1471	BA14K family protein	RPHASCH2410_PD01405	WP_016735610.1	522	494	578	531	681	598	570	446	422	564	621	639
cds1472	DUF1236 domain-containing protein	RPHASCH2410_PD01415	WP_046977209.1	1838	1888	2057	2201	2622	2362	2687	1722	1755	2425	2875	2394
cds1473	DUF1236 domain-containing protein	RPHASCH2410_PD01420	WP_016735611.1	3052	2962	3190	2059	2256	2110	3329	1652	1864	2734	3131	2523
cds1474	transport-associated protein	RPHASCH2410_PD01425	WP_046977210.1	8497	8518	9209	4159	5198	4700	8540	4484	5364	7172	8278	6705
cds1475	DUF982 domain-containing protein	RPHASCH2410_PD01430	WP_046977211.1	1706	1780	1831	618	781	705	1414	813	940	1127	1226	1140
cds1476	hypothetical protein		gbkey=CDS	704	431	507	644	744	733	529	310	352	598	785	500
cds1477	hypothetical protein		WP_011651752.1	2554	2382	2727	663	698	706	313	266	278	475	720	390
cds1478	hypothetical protein		gbkey=CDS	842	749	897	462	464	501	247	161	199	382	521	273
cds1479	hypothetical protein	RPHASCH2410_PD01450	WP_016735616.1	687	660	767	520	515	539	325	190	234	351	501	333
cds1480	hypothetical protein	RPHASCH2410_PD01455	WP_016735617.1	60	40	51	122	139	166	104	40	66	103	127	83
cds1481	LysR family transcriptional regulator		gbkey=CDS	215	174	184	246	235	221	183	122	137	157	259	157
cds1482	hypothetical protein		WP_080956192.1	139	147	156	83	87	104	81	103	104	67	94	88
cds1483	IS3 family transposase		gbkey=CDS	380	327	379	353	351	367	302	281	294	321	393	330
cds1484	hypothetical protein	RPHASCH2410_PD01480	WP_046977212.1	271	260	358	235	284	282	206	199	206	203	266	239
cds1485	type II toxin-antitoxin system prevent-host-death family antitoxin	RPHASCH2410_PD01485	WP_004677266.1	449	455	511	497	601	558	397	448	436	428	511	477
cds1486	exopolysaccharide biosynthesis protein	RPHASCH2410_PD01490	WP_016735621.1	3124	2182	2472	1804	1859	1879	1032	682	875	1405	2036	1228
cds1487	HlyD family type I secretion periplasmic adaptor subunit	RPHASCH2410_PD01495	WP_029531752.1	315	303	359	284	248	265	232	177	206	189	300	194
cds1488	peptidase domain-containing ABC transporter	RPHASCH2410_PD01500	WP_029531753.1	485	447	507	364	386	394	306	244	270	245	355	277
cds1489	hypothetical protein	RPHASCH2410_PD01505	WP_004677259.1	80	61	100	75	80	70	58	60	53	48	68	53
cds1490	GTP-binding protein	RPHASCH2410_PD01510	WP_016735624.1	146	116	135	124	158	114	113	101	112	104	161	104
cds1491	DUF4082 domain-containing protein	RPHASCH2410_PD01515	WP_016735625.1	802	549	595	629	703	610	560	438	532	480	708	452
cds1492	GTP-binding protein	RPHASCH2410_PD01520	WP_016735626.1	250	227	199	204	292	239	198	120	183	170	237	184
cds1493	DUF4082 domain-containing protein	RPHASCH2410_PD01525	WP_046977213.1	2509	2303	2379	2491	2874	2664	2164	1939	1947	1905	2670	1913
cds1494	exopolysaccharide biosynthesis protein	RPHASCH2410_PD01530	WP_016735629.1	1359	989	1123	1332	1476	1334	1241	1013	985	1127	1644	1085
cds1495	O-antigen translocase	RPHASCH2410_PD01535	WP_016735630.1	350	338	357	276	355	318	363	316	278	296	320	331
cds1496	DegT/DnrJ/EryC1/StrS family aminotransferase	RPHASCH2410_PD01540	WP_016735631.1	434	360	407	214	256	235	241	273	235	213	249	255
cds1497	NAD-dependent epimerase	RPHASCH2410_PD01545	WP_004673254.1	570	509	573	382	393	413	345	326	303	306	377	355
cds1498	acyltransferase	RPHASCH2410_PD01550	WP_016735632.1	292	300	345	331	396	348	288	236	252	257	352	285
cds1499	DegT/DnrJ/EryC1/StrS family aminotransferase	RPHASCH2410_PD01555	WP_012489815.1	282	234	282	381	462	419	253	200	197	284	393	320
cds1500	gfo/Idh/MocA family oxidoreductase	RPHASCH2410_PD01560	WP_004673248.1	371	240	281	265	274	282	176	165	188	154	280	216
cds1501	N-acetyltransferase	RPHASCH2410_PD01565	WP_010019085.1	57	40	50	79	75	63	55	41	30	62	84	42
cds1502	DNA-binding response regulator	RPHASCH2410_PD01570	WP_016735633.1	355	416	424	365	427	429	315	600	443	299	401	351
cds1503	glycosyl transferase	RPHASCH2410_PD01575	WP_016735634.1	239	153	199	237	270	236	162	119	145	210	265	197
cds1504	glycosyltransferase family 8 protein	RPHASCH2410_PD01580	WP_016735635.1	289	166	205	183	219	212	150	123	133	144	188	175
cds1505	SDR family NAD-dependent epimerase/dehydratase	RPHASCH2410_PD01585	WP_012489820.1	276	240	283	233	287	259	200	188	163	200	250	203
cds1506	exopolysaccharide biosynthesis UDP-galactose-lipid carrier transferase	RPHASCH2410_PD01590	WP_016735636.1	149	111	111	112	124	119	103	56	76	80	107	79
cds1507	glycosyltransferase	RPHASCH2410_PD01595	WP_029531759.1	125	55	94	71	82	76	62	40	55	50	81	54
cds1508	hypothetical protein	RPHASCH2410_PD01600	WP_016735638.1	410	291	340	454	608	547	416	317	329	428	532	467
cds1509	O-antigen ligase family protein	RPHASCH2410_PD01605	WP_016735639.1	1044	599	595	576	680	625	413	264	315	458	672	435
cds1510	hypothetical protein		WP_080574736.1	65	40	44	52	63	77	39	33	39	43	65	43
cds1511	glycosyl transferase	RPHASCH2410_PD01610	WP_004673212.1	220	139	146	114	125	139	113	52	86	106	136	84
cds1512	glycosyl transferase	RPHASCH2410_PD01615	WP_016735640.1	97	70	93	76	89	83	82	60	60	67	106	70
cds1513	glycosyltransferase family 1 protein	RPHASCH2410_PD01620	WP_016735641.1	100	86	83	90	111	83	84	55	59	74	100	75
cds1514	exopolysaccharide biosynthesis protein	RPHASCH2410_PD01625	WP_016735642.1	1247	910	976	833	917	931	603	350	551	638	1043	611
cds1515	GDP-mannose 4%2C6-dehydratase	RPHASCH2410_PD01630	WP_016735643.1	502	492	563	521	595	612	390	395	390	410	597	524
cds1516	hypothetical protein	RPHASCH2410_PD01635	WP_016735644.1	91	73	81	61	61	43	65	34	38	56	74	58
cds1517	hypothetical protein	RPHASCH2410_PD01640	WP_016735645.1	1341	1338	1420	497	549	520	609	431	464	495	580	460
cds1518	hypothetical protein		WP_029531761.1	1261	1006	1112	613	627	618	519	271	425	510	847	409
cds1519	cytochrome c oxidase subunit II	RPHASCH2410_PD01650	WP_016735647.1	248	225	231	287	313	321	233	142	160	252	333	208
cds1520	cytochrome c oxidase subunit I	RPHASCH2410_PD01655	WP_016735648.1	598	494	535	492	566	533	450	290	375	393	567	419
cds1521	cytochrome c oxidase subunit III	RPHASCH2410_PD01660	WP_016735649.1	234	240	266	154	188	158	159	160	143	159	182	140
cds1522	cytochrome c oxidase assembly protein		WP_029531763.1	319	369	353	146	183	150	183	146	127	140	206	172
cds1523	cytochrome c	RPHASCH2410_PD01670	WP_029531764.1	146	158	181	66	71	65	85	63	67	48	78	64
cds1524	methyltransferase%2C TIGR04290 family		gbkey=CDS	489	402	408	379	415	384	304	256	261	274	363	303
cds1525	SDR family NAD-dependent epimerase/dehydratase	RPHASCH2410_PD01685	WP_016735654.1	476	411	409	371	403	371	335	241	289	319	432	285
cds1526	glycosyl transferase	RPHASCH2410_PD01690	WP_016735655.1	183	174	155	150	150	157	129	109	93	112	141	110
cds1527	hypothetical protein	RPHASCH2410_PD01695	WP_016735656.1	275	237	266	208	205	194	189	134	158	185	236	169
cds1528	hypothetical protein	RPHASCH2410_PD01700	WP_029531765.1	213	198	200	166	183	193	148	129	132	119	180	112
cds1529	glycosyl transferase	RPHASCH2410_PD01705	WP_029531766.1	121	131	150	117	119	148	103	96	81	106	118	97
cds1530	NAD-dependent dehydratase	RPHASCH2410_PD01710	WP_016735659.1	679	544	582	403	414	464	366	241	258	300	409	303
cds1531	nucleoside-diphosphate-sugar epimerase	RPHASCH2410_PD01715	WP_016735660.1	615	460	527	502	544	553	385	489	391	381	490	457
cds1532	Zn-containing dehydrogenase	RPHASCH2410_PD01720	WP_016735661.1	201	151	142	177	174	177	135	95	106	121	195	112
cds1533	gfo/Idh/MocA family oxidoreductase	RPHASCH2410_PD01725	WP_016735662.1	317	324	316	134	147	142	129	102	86	123	164	109
cds1534	hypothetical protein		WP_016735664.1	489	512	527	101	119	114	139	104	95	112	121	110
cds1535	hypothetical protein	RPHASCH2410_PD01730	WP_004673166.1	402	483	455	77	107	136	151	95	97	94	105	77
cds1536	hypothetical protein	RPHASCH2410_PD01735	WP_016735665.1	930	1071	1012	210	319	242	559	278	252	370	278	332
cds1537	metallophosphoesterase	RPHASCH2410_PD01740	WP_012489849.1	1917	2357	2263	378	442	365	513	332	334	369	411	351
cds1538	hypothetical protein		gbkey=CDS	512	524	543	114	158	129	143	67	98	110	150	84
cds1539	glutathione-dependent formaldehyde dehydrogenase	RPHASCH2410_PD01750	WP_016735667.1	389	349	398	122	154	148	153	129	105	137	139	136
cds1540	KR domain-containing protein	RPHASCH2410_PD01755	WP_016735668.1	656	771	836	280	341	309	303	257	239	225	296	247
cds1541	hypothetical protein	RPHASCH2410_PD01760	WP_004673154.1	603	651	720	118	134	140	175	132	152	143	125	132
cds1542	hypothetical protein	RPHASCH2410_PD01765	WP_012489853.1	196	200	256	67	78	87	159	115	115	130	75	123
cds1543	APC family permease	RPHASCH2410_PD01770	WP_016735669.1	380	299	337	307	322	337	255	219	185	249	308	233
cds1544	hypothetical protein		gbkey=CDS	25	18	14	13	15	6	19	5	4	17	16	14
cds1545	protein-L-isoaspartate(D-aspartate) O-methyltransferase	RPHASCH2410_PD01780	WP_016735671.1	1121	901	1056	362	409	363	456	241	299	374	414	311
cds1546	DUF4142 domain-containing protein	RPHASCH2410_PD01785	WP_016735672.1	895	862	908	378	415	412	461	335	385	383	478	332
cds1547	hypothetical protein	RPHASCH2410_PD01790	WP_016735673.1	293	255	247	129	170	152	146	109	109	111	159	127
cds1548	thiamine pyrophosphate-requiring protein	RPHASCH2410_PD01795	WP_016735674.1	368	332	329	362	339	351	318	212	220	229	352	253
cds1549	FadR family transcriptional regulator	RPHASCH2410_PD01800	WP_016735675.1	821	850	816	797	847	820	608	546	603	694	886	673
cds1550	four-carbon acid sugar kinase family protein	RPHASCH2410_PD01805	WP_046977214.1	381	389	437	342	362	362	354	320	362	288	387	325
cds1551	ABC transporter ATP-binding protein	RPHASCH2410_PD01810	WP_016735677.1	610	603	634	485	567	535	505	539	521	396	542	477
cds1552	ABC transporter ATP-binding protein	RPHASCH2410_PD01815	WP_029531768.1	491	476	513	643	669	639	629	627	670	486	636	505
cds1553	ABC transporter permease	RPHASCH2410_PD01820	WP_016735679.1	625	649	696	1060	1202	1123	1051	1095	1041	784	1067	767
cds1554	ABC transporter permease	RPHASCH2410_PD01825	WP_029531769.1	783	719	676	1875	1890	1796	1518	2452	1892	1244	1792	1244
cds1555	ABC transporter substrate-binding protein	RPHASCH2410_PD01830	WP_016735681.1	3475	3190	3450	9060	9557	9304	10612	22936	15811	5775	7581	6180
cds1556	dihydrodipicolinate synthase family protein	RPHASCH2410_PD01835	WP_029531770.1	514	412	485	952	970	919	1684	2056	1766	712	941	731
cds1557	glycosyl hydrolase	RPHASCH2410_PD01840	WP_016735683.1	478	376	486	1076	1120	1014	940	1740	1377	745	1036	717
cds1558	alcohol dehydrogenase	RPHASCH2410_PD01845	WP_016735684.1	314	286	293	1031	1061	1063	2487	5269	3476	656	887	719
cds1559	4-hydroxythreonine-4-phosphate dehydrogenase PdxA	RPHASCH2410_PD01850	WP_016735685.1	209	220	241	488	524	464	550	1854	1185	330	511	387
cds1560	glycerol kinase	RPHASCH2410_PD01855	WP_016735686.1	307	274	291	405	418	438	381	251	316	352	417	315
cds1561	carbohydrate ABC transporter substrate-binding protein	RPHASCH2410_PD01860	WP_020465386.1	11448	12867	13641	10889	12459	12135	9017	7811	8403	8560	12542	9129
cds1562	membrane protein	RPHASCH2410_PD01865	WP_004673588.1	224	217	222	288	336	297	267	280	251	252	285	295
cds1563	carbohydrate ABC transporter permease	RPHASCH2410_PD01870	WP_016735688.1	607	608	581	1007	1299	1105	1096	892	826	947	1207	1032
cds1564	sugar ABC transporter permease	RPHASCH2410_PD01875	WP_016735689.1	767	787	840	1128	1434	1282	1262	1013	935	1070	1321	1321
cds1565	ABC transporter ATP-binding protein	RPHASCH2410_PD01880	WP_016735690.1	538	455	482	1376	1677	1503	1680	1090	1099	1251	1676	1522
cds1566	ABC transporter ATP-binding protein	RPHASCH2410_PD01885	WP_004673596.1	262	214	259	1652	2087	1845	1428	730	978	1209	1598	1228
cds1567	glycerol-3-phosphate dehydrogenase	RPHASCH2410_PD01890	WP_016735691.1	422	310	352	4183	4411	4205	1412	678	1086	1568	2480	1250
cds1568	DeoR/GlpR transcriptional regulator	RPHASCH2410_PD01895	WP_016735692.1	229	235	258	792	738	742	388	241	301	459	669	384
cds1569	EamA/RhaT family transporter	RPHASCH2410_PD01900	WP_039751813.1	635	683	662	1780	1606	1576	946	646	781	1160	1744	860
cds1570	LysR family transcriptional regulator	RPHASCH2410_PD01905	WP_016735694.1	539	546	590	1471	1428	1418	1041	754	793	943	1381	768
cds1571	DUF992 domain-containing protein	RPHASCH2410_PD01910	WP_010024224.1	6103	6204	6335	8051	8731	8430	5315	2369	4250	5150	8476	3998
cds1572	DUF1328 domain-containing protein		WP_003571841.1	22792	27623	28732	3397	4553	3825	10890	7068	6327	6126	5583	5535
cds1573	hypothetical protein	RPHASCH2410_PD01915	WP_016735695.1	1954	2218	2441	1816	2468	2286	2354	2014	2288	1990	2781	2570
cds1574	ABC transporter ATP-binding protein	RPHASCH2410_PD01920	WP_016735696.1	1257	1254	1379	2663	3233	2873	2677	3191	2588	2025	2580	2742
cds1575	hypothetical protein	RPHASCH2410_PD01925	WP_016735697.1	514	451	436	553	612	498	574	495	397	395	529	430
cds1576	aldose 1-epimerase family protein	RPHASCH2410_PD01930	WP_016735698.1	914	1006	1056	1596	1817	1613	1545	1301	1228	1250	1657	1242
cds1577	EmrB/QacA family drug resistance transporter	RPHASCH2410_PD01935	WP_016735699.1	934	763	860	18953	19265	17701	15605	8650	10946	13074	17433	11470
cds1578	HlyD family secretion protein	RPHASCH2410_PD01940	WP_016735700.1	713	476	486	15067	13289	14140	27574	11679	12578	23573	25981	17895
cds1579	TetR/AcrR family transcriptional regulator	RPHASCH2410_PD01945	WP_029531771.1	901	544	591	11223	10464	10930	14839	6169	7529	13339	16710	10757
cds1580	mannonate dehydratase	RPHASCH2410_PD01950	WP_016735702.1	1388	1447	1507	6299	6643	6770	5056	3320	4115	4682	6492	4451
cds1581	GntR family transcriptional regulator	RPHASCH2410_PD01955	WP_016735703.1	582	483	510	973	1175	1100	872	993	870	778	1067	882
cds1582	DUF2934 domain-containing protein	RPHASCH2410_PD01960	WP_016735704.1	2819	3273	3362	541	673	633	1401	768	835	900	770	795
cds1583	hypothetical protein	RPHASCH2410_PD01965	WP_016735705.1	2242	2613	2722	418	492	445	754	592	473	499	520	505
cds1584	O-antigen ligase domain-containing protein	RPHASCH2410_PD01970	WP_016735706.1	1072	1039	1128	1539	1780	1677	1143	1140	1094	1084	1459	1204
cds1585	polysaccharide biosynthesis protein	RPHASCH2410_PD01975	WP_029531773.1	2895	2705	3187	3721	4161	3887	2939	3345	2885	2734	3685	3190
cds1586	sugar transferase	RPHASCH2410_PD01980	WP_016735709.1	533	482	525	870	883	898	543	600	517	561	805	668
cds1587	glutathionylspermidine synthase family protein	RPHASCH2410_PD01985	WP_016735710.1	1567	1665	1730	1810	1915	1888	1276	793	1039	1326	1849	1288
cds1588	DUF1190 domain-containing protein	RPHASCH2410_PD01990	WP_016735711.1	1195	1464	1357	1260	1254	1155	712	532	682	825	1113	803
cds1589	DUF350 domain-containing protein	RPHASCH2410_PD01995	WP_004673652.1	1116	1223	1283	1025	1108	1109	625	531	563	686	986	754
cds1590	DUF2491 domain-containing protein	RPHASCH2410_PD02000	WP_016735712.1	1866	2024	2227	1511	1657	1698	1159	1024	1105	1094	1501	1120
cds1591	cation transporter	RPHASCH2410_PD02005	WP_016735713.1	4609	4744	5118	2613	2875	2607	1973	1571	1919	2003	3153	1854
cds1592	DUF2170 domain-containing protein	RPHASCH2410_PD02010	WP_016735714.1	98849	110432	118103	36761	42252	39950	35896	32954	31160	29812	39893	31815
cds1593	transcriptional regulator	RPHASCH2410_PD02015	WP_016735715.1	113016	130091	128356	34105	39675	36479	33148	33731	32292	26386	34839	31168
cds1594	hypothetical protein	RPHASCH2410_PD02020	WP_016735716.1	6680	6273	6497	2444	2973	2618	2368	1664	1827	2136	2765	2005
cds1595	amino acid ABC transporter ATP-binding protein	RPHASCH2410_PD02025	WP_016735717.1	868	709	822	382	489	393	544	272	345	404	489	387
cds1596	amino acid ABC transporter permease	RPHASCH2410_PD02030	WP_016735718.1	196	126	181	128	139	124	137	103	77	110	137	102
cds1597	amino acid ABC transporter permease	RPHASCH2410_PD02035	WP_016735719.1	171	150	178	161	181	176	140	92	104	166	212	130
cds1598	amino acid ABC transporter substrate-binding protein	RPHASCH2410_PD02040	WP_016735720.1	424	464	449	154	215	207	182	127	152	169	227	198
cds1599	GntR family transcriptional regulator	RPHASCH2410_PD02045	WP_016735721.1	55	43	52	93	124	111	73	71	62	79	110	62
cds1600	amino acid ABC transporter ATP-binding protein	RPHASCH2410_PD02050	WP_016735722.1	158	166	151	325	376	358	320	406	325	246	282	267
cds1601	amino acid ABC transporter permease	RPHASCH2410_PD02055	WP_016735723.1	148	157	178	257	294	300	219	376	283	193	248	180
cds1602	amino acid ABC transporter permease	RPHASCH2410_PD02060	WP_016735724.1	405	304	370	466	435	422	408	912	685	346	486	253
cds1603	ABC transporter substrate-binding protein	RPHASCH2410_PD02065	WP_016735725.1	143	105	110	342	398	351	3375	8188	5193	468	631	428
cds1604	flagellar protein		end_range=413057,.	25	23	25	58	62	53	71	46	49	59	59	31
cds1605	TetR/AcrR family transcriptional regulator	RPHASCH2410_PD02075	WP_029531776.1	489	420	497	679	753	707	531	499	496	578	659	553
cds1606	calcium-binding protein		gbkey=CDS	158	156	175	309	349	314	311	389	302	237	305	234
cds1607	hypothetical protein		end_range=414906,.	86	39	68	174	187	178	133	67	92	142	174	97
cds1608	VapC toxin family PIN domain ribonuclease		gbkey=CDS	1605	1330	1584	1959	2010	2139	962	564	679	1405	1981	1239
cds1609	plasmid stabilization protein	RPHASCH2410_PD02090	WP_016735730.1	3990	3165	3666	2579	2741	3000	1584	1020	1238	1976	3110	1731
cds1610	methyl-accepting chemotaxis protein	RPHASCH2410_PD02095	WP_029531777.1	1584	1402	1609	849	986	897	690	546	598	659	966	755
cds1611	N-alpha-acetyl diaminobutyric acid deacetylase DoeB	RPHASCH2410_PD02100	WP_016735732.1	491	552	547	967	969	989	783	613	687	695	920	709
cds1612	ectoine hydrolase DoeA	RPHASCH2410_PD02105	WP_016735733.1	498	644	622	1040	1094	1084	850	863	883	713	1104	744
cds1613	cyclodeaminase	RPHASCH2410_PD02110	WP_016735734.1	199	183	198	303	386	370	328	250	275	232	393	271
cds1614	hydroxyectoine utilization dehydratase EutB	RPHASCH2410_PD02115	WP_029531778.1	196	183	216	461	466	444	398	306	311	298	455	353
cds1615	ectoine utilization protein EutA	RPHASCH2410_PD02120	WP_016735736.1	128	110	116	209	244	227	184	129	150	166	252	178
cds1616	ectoine/hydroxyectoine ABC transporter permease subunit EhuD	RPHASCH2410_PD02125	WP_016735737.1	96	74	93	158	212	197	184	155	147	142	194	137
cds1617	ectoine/hydroxyectoine ABC transporter permease subunit EhuC	RPHASCH2410_PD02130	WP_029531779.1	139	139	145	255	352	254	277	265	234	182	274	169
cds1618	ectoine/hydroxyectoine ABC transporter substrate-binding protein EhuB	RPHASCH2410_PD02135	WP_016735739.1	559	651	652	1318	1317	1323	1169	1919	1664	821	1201	830
cds1619	ectoine/hydroxyectoine ABC transporter ATP-binding protein EhuA	RPHASCH2410_PD02140	WP_016735740.1	579	454	528	1119	1126	1115	1602	2015	1621	774	1082	814
cds1620	PLP-dependent aminotransferase family protein	RPHASCH2410_PD02145	WP_016735741.1	649	676	690	1086	1024	980	1401	2248	1777	733	993	831
cds1621	Lrp/AsnC family transcriptional regulator	RPHASCH2410_PD02150	WP_004672121.1	104	98	114	195	225	200	326	570	379	169	207	175
