scanType	TF_RdbID	TFname	TF_locusTag	TF_RZlocusTag	TF_oldRZlocusTag	TG_RdbID	TG_name	TG_locusTag	TG_RZlocusTag	TG_oldRZlocusTag	TG_RZname	OrthologousInteration
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS21960	RPHASCH2410_PB00765	RPHASCH2410_PB00765	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS32745	RPHASCH2410_PB00860	RPHASCH2410_PB00860	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS22140	RPHASCH2410_PB00950	RPHASCH2410_PB00950	FALSE
site	ECK120000357	GalR	b2837	RPHASCH2410_RS09860	RPHASCH2410_CH10080	NA	NA	NA	RPHASCH2410_RS22145	RPHASCH2410_PB00955	RPHASCH2410_PB00955	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS22145	RPHASCH2410_PB00955	RPHASCH2410_PB00955	FALSE
site	ECK120000946	SoxR	b4063	RPHASCH2410_RS05245	RPHASCH2410_CH05360	NA	NA	NA	RPHASCH2410_RS22155	RPHASCH2410_PB00965	RPHASCH2410_PB00965	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS22165	RPHASCH2410_PB00975	RPHASCH2410_PB00975	FALSE
site	ECK120002180	RutR	b1013	RPHASCH2410_RS15505	RPHASCH2410_CH15905	NA	NA	NA	RPHASCH2410_RS22175	RPHASCH2410_PB00985	RPHASCH2410_PB00985	FALSE
site	ECK120002180	RutR	b1013	RPHASCH2410_RS15505	RPHASCH2410_CH15905	NA	NA	NA	RPHASCH2410_RS22180	RPHASCH2410_PB00990	RPHASCH2410_PB00990	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS22185	RPHASCH2410_PB00995	RPHASCH2410_PB00995	FALSE
site	ECK120002180	RutR	b1013	RPHASCH2410_RS15505	RPHASCH2410_CH15905	NA	NA	NA	RPHASCH2410_RS22210	RPHASCH2410_PB01020	RPHASCH2410_PB01020	FALSE
site	ECK120002180	RutR	b1013	RPHASCH2410_RS15505	RPHASCH2410_CH15905	NA	NA	NA	RPHASCH2410_RS22215	RPHASCH2410_PB01025	RPHASCH2410_PB01025	FALSE
site	ECK120000194	CytR	b3934	RPHASCH2410_RS04060	RPHASCH2410_CH04180	NA	NA	NA	RPHASCH2410_RS22270	RPHASCH2410_PB01080	RPHASCH2410_PB01080	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS22500	RPHASCH2410_PB01300	RPHASCH2410_PB01300	FALSE
site	ECK120003471	SlyA	b1642	RPHASCH2410_RS15855	RPHASCH2410_CH16260	NA	NA	NA	RPHASCH2410_RS22525	RPHASCH2410_PB01325	hutI	FALSE
site	ECK120000483	ArgP	b2916	RPHASCH2410_RS19540	RPHASCH2410_CH20050	NA	NA	NA	RPHASCH2410_RS22600	RPHASCH2410_PB01405	RPHASCH2410_PB01405	FALSE
site	ECK120000483	ArgP	b2916	RPHASCH2410_RS19540	RPHASCH2410_CH20050	NA	NA	NA	RPHASCH2410_RS22605	RPHASCH2410_PB01410	agaL1	FALSE
site	ECK120000946	SoxR	b4063	RPHASCH2410_RS05245	RPHASCH2410_CH05360	NA	NA	NA	RPHASCH2410_RS22710	RPHASCH2410_PB01510	RPHASCH2410_PB01510	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS22750	RPHASCH2410_PB01550	RPHASCH2410_PB01550	FALSE
site	ECK120000540	Lrp	b0889	RPHASCH2410_RS28065	RPHASCH2410_PD03050	NA	NA	NA	RPHASCH2410_RS22755	RPHASCH2410_PB01555	RPHASCH2410_PB01555	FALSE
site	ECK120003471	SlyA	b1642	RPHASCH2410_RS15855	RPHASCH2410_CH16260	NA	NA	NA	RPHASCH2410_RS22790	RPHASCH2410_PB01590	RPHASCH2410_PB01590	FALSE
site	ECK120003471	SlyA	b1642	RPHASCH2410_RS15855	RPHASCH2410_CH16260	NA	NA	NA	RPHASCH2410_RS22795	RPHASCH2410_PB01595	RPHASCH2410_PB01595	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS22850	RPHASCH2410_PB01650	RPHASCH2410_PB01650	FALSE
site	ECK120001481	NarP	b2193	RPHASCH2410_RS31630	RPHASCH2410_PA01320	NA	NA	NA	RPHASCH2410_RS22855	RPHASCH2410_PB01655	RPHASCH2410_PB01655	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS23015	RPHASCH2410_PB01825	RPHASCH2410_PB01825	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS23020	RPHASCH2410_PB01830	RPHASCH2410_PB01830	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS23205	RPHASCH2410_PC00085	nifH1	FALSE
site	ECK120002342	GntR	b3438	RPHASCH2410_RS25610	RPHASCH2410_PD00565	NA	NA	NA	RPHASCH2410_RS23255	RPHASCH2410_PC00145	fixA	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS23325	RPHASCH2410_PC00225	RPHASCH2410_PC00225	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS23380	RPHASCH2410_PC00265	ctrE	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS32820	RPHASCH2410_PC00325	psiA	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS23460	RPHASCH2410_PC00355	nifH3	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS23460	RPHASCH2410_PC00355	nifH3	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS23480	RPHASCH2410_PC00380	RPHASCH2410_PC00380	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS32830	RPHASCH2410_PC00385	RPHASCH2410_PC00385	FALSE
site	ECK120002286	PuuR	b1299	RPHASCH2410_RS28340	RPHASCH2410_PD03330	NA	NA	NA	RPHASCH2410_RS23540	RPHASCH2410_PC00450	nodI	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS23595	RPHASCH2410_PC00515	fixG	FALSE
site	ECK120002286	PuuR	b1299	RPHASCH2410_RS28340	RPHASCH2410_PD03330	NA	NA	NA	RPHASCH2410_RS23640	RPHASCH2410_PC00565	bacS	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS23675	RPHASCH2410_PC00610	nifH2	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS23690	RPHASCH2410_PC00625	nodA	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS32900	RPHASCH2410_PC00635	RPHASCH2410_PC00635	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS23715	RPHASCH2410_PC00665	RPHASCH2410_PC00665	FALSE
site	ECK120001481	NarP	b2193	RPHASCH2410_RS31630	RPHASCH2410_PA01320	NA	NA	NA	RPHASCH2410_RS23735	RPHASCH2410_PC00695	nodD3	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS23760	RPHASCH2410_PC00725	RPHASCH2410_PC00725	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS32940	RPHASCH2410_PC00770	RPHASCH2410_PC00770	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS23810	RPHASCH2410_PC00785	RPHASCH2410_PC00785	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS23815	RPHASCH2410_PC00790	RPHASCH2410_PC00790	FALSE
site	ECK120002180	RutR	b1013	RPHASCH2410_RS15505	RPHASCH2410_CH15905	NA	NA	NA	RPHASCH2410_RS23855	RPHASCH2410_PC00835	repAb	FALSE
site	ECK120000357	GalR	b2837	RPHASCH2410_RS09860	RPHASCH2410_CH10080	NA	NA	NA	RPHASCH2410_RS23895	RPHASCH2410_PC00885	RPHASCH2410_PC00885	FALSE
site	ECK120002342	GntR	b3438	RPHASCH2410_RS25610	RPHASCH2410_PD00565	NA	NA	NA	RPHASCH2410_RS23895	RPHASCH2410_PC00885	RPHASCH2410_PC00885	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS32100	RPHASCH2410_PC00910	RPHASCH2410_PC00910	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS33000	RPHASCH2410_PC01000	RPHASCH2410_PC01000	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS24130	RPHASCH2410_PC01105	RPHASCH2410_PC01105	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS24170	RPHASCH2410_PC01145	bglSc	FALSE
site	ECK120000540	Lrp	b0889	RPHASCH2410_RS28065	RPHASCH2410_PD03050	NA	NA	NA	RPHASCH2410_RS24230	RPHASCH2410_PC01215	RPHASCH2410_PC01215	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS24230	RPHASCH2410_PC01215	RPHASCH2410_PC01215	FALSE
site	ECK120000946	SoxR	b4063	RPHASCH2410_RS05245	RPHASCH2410_CH05360	NA	NA	NA	RPHASCH2410_RS24265	RPHASCH2410_PC01250	RPHASCH2410_PC01250	FALSE
site	ECK120000194	CytR	b3934	RPHASCH2410_RS04060	RPHASCH2410_CH04180	NA	NA	NA	RPHASCH2410_RS24285	RPHASCH2410_PC01265	RPHASCH2410_PC01265	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS24285	RPHASCH2410_PC01265	RPHASCH2410_PC01265	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS24350	RPHASCH2410_PC01325	RPHASCH2410_PC01325	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS24355	RPHASCH2410_PC01330	RPHASCH2410_PC01330	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS24365	RPHASCH2410_PC01340	RPHASCH2410_PC01340	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS24370	RPHASCH2410_PC01345	RPHASCH2410_PC01345	FALSE
site	ECK120000483	ArgP	b2916	RPHASCH2410_RS19540	RPHASCH2410_CH20050	NA	NA	NA	RPHASCH2410_RS24420	RPHASCH2410_PC01405	RPHASCH2410_PC01405	FALSE
site	ECK120001729	GcvA	b2808	RPHASCH2410_RS14950	RPHASCH2410_CH15335	NA	NA	NA	RPHASCH2410_RS24505	RPHASCH2410_PC01515	RPHASCH2410_PC01515	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS24505	RPHASCH2410_PC01515	RPHASCH2410_PC01515	FALSE
site	ECK120001729	GcvA	b2808	RPHASCH2410_RS14950	RPHASCH2410_CH15335	NA	NA	NA	RPHASCH2410_RS24510	RPHASCH2410_PC01520	mcpGc	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS24510	RPHASCH2410_PC01520	mcpGc	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS33135	RPHASCH2410_PC01530	RPHASCH2410_PC01530	FALSE
site	ECK120002286	PuuR	b1299	RPHASCH2410_RS28340	RPHASCH2410_PD03330	NA	NA	NA	RPHASCH2410_RS24530	RPHASCH2410_PC01540	mcpAc	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS33140	RPHASCH2410_PC01555	RPHASCH2410_PC01555	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS24570	RPHASCH2410_PC01585	RPHASCH2410_PC01585	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS24605	RPHASCH2410_PC01625	RPHASCH2410_PC01625	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS24620	RPHASCH2410_PC01640	RPHASCH2410_PC01640	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS24625	RPHASCH2410_PC01645	pgmY	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS24630	RPHASCH2410_PC01650	teuB	FALSE
site	ECK120003471	SlyA	b1642	RPHASCH2410_RS15855	RPHASCH2410_CH16260	NA	NA	NA	RPHASCH2410_RS24695	RPHASCH2410_PC01715	RPHASCH2410_PC01715	FALSE
site	ECK120003471	SlyA	b1642	RPHASCH2410_RS15855	RPHASCH2410_CH16260	NA	NA	NA	RPHASCH2410_RS24700	RPHASCH2410_PC01720	RPHASCH2410_PC01720	FALSE
site	ECK120003471	SlyA	b1642	RPHASCH2410_RS15855	RPHASCH2410_CH16260	NA	NA	NA	RPHASCH2410_RS24765	RPHASCH2410_PC01790	RPHASCH2410_PC01790	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS24795	RPHASCH2410_PC01835	RPHASCH2410_PC01835	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS24800	RPHASCH2410_PC01845	RPHASCH2410_PC01845	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS24830	RPHASCH2410_PC01875	RPHASCH2410_PC01875	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS24855	RPHASCH2410_PC01905	RPHASCH2410_PC01905	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS24905	RPHASCH2410_PC01965	RPHASCH2410_PC01965	FALSE
site	ECK120002286	PuuR	b1299	RPHASCH2410_RS28340	RPHASCH2410_PD03330	NA	NA	NA	RPHASCH2410_RS24905	RPHASCH2410_PC01965	RPHASCH2410_PC01965	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS24930	RPHASCH2410_PC01990	RPHASCH2410_PC01990	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS24965	RPHASCH2410_PC02025	RPHASCH2410_PC02025	FALSE
site	ECK120000946	SoxR	b4063	RPHASCH2410_RS05245	RPHASCH2410_CH05360	NA	NA	NA	RPHASCH2410_RS24965	RPHASCH2410_PC02025	RPHASCH2410_PC02025	FALSE
site	ECK120002180	RutR	b1013	RPHASCH2410_RS15505	RPHASCH2410_CH15905	NA	NA	NA	RPHASCH2410_RS33220	RPHASCH2410_PC02105	RPHASCH2410_PC02105	FALSE
site	ECK120001481	NarP	b2193	RPHASCH2410_RS31630	RPHASCH2410_PA01320	NA	NA	NA	RPHASCH2410_RS25075	RPHASCH2410_PD00010	RPHASCH2410_PD00010	FALSE
site	ECK120001481	NarP	b2193	RPHASCH2410_RS31630	RPHASCH2410_PA01320	NA	NA	NA	RPHASCH2410_RS25080	RPHASCH2410_PD00015	RPHASCH2410_PD00015	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS25115	RPHASCH2410_PD00050	mdeA	FALSE
site	ECK120000194	CytR	b3934	RPHASCH2410_RS04060	RPHASCH2410_CH04180	NA	NA	NA	RPHASCH2410_RS25155	RPHASCH2410_PD00105	RPHASCH2410_PD00105	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS25155	RPHASCH2410_PD00105	RPHASCH2410_PD00105	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS25155	RPHASCH2410_PD00105	RPHASCH2410_PD00105	FALSE
site	ECK120000194	CytR	b3934	RPHASCH2410_RS04060	RPHASCH2410_CH04180	NA	NA	NA	RPHASCH2410_RS25160	RPHASCH2410_PD00110	RPHASCH2410_PD00110	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS25160	RPHASCH2410_PD00110	RPHASCH2410_PD00110	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS25365	RPHASCH2410_PD00325	RPHASCH2410_PD00325	FALSE
site	ECK120000194	CytR	b3934	RPHASCH2410_RS04060	RPHASCH2410_CH04180	NA	NA	NA	RPHASCH2410_RS25370	RPHASCH2410_PD00330	RPHASCH2410_PD00330	FALSE
site	ECK120000194	CytR	b3934	RPHASCH2410_RS04060	RPHASCH2410_CH04180	NA	NA	NA	RPHASCH2410_RS25375	RPHASCH2410_PD00335	RPHASCH2410_PD00335	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS25405	RPHASCH2410_PD00365	RPHASCH2410_PD00365	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS25430	RPHASCH2410_PD00390	RPHASCH2410_PD00390	FALSE
site	ECK120000540	Lrp	b0889	RPHASCH2410_RS28065	RPHASCH2410_PD03050	NA	NA	NA	RPHASCH2410_RS25500	RPHASCH2410_PD00460	RPHASCH2410_PD00460	FALSE
site	ECK120004350	UlaR	b4191	RPHASCH2410_RS21345	RPHASCH2410_PB00140	NA	NA	NA	RPHASCH2410_RS25500	RPHASCH2410_PD00460	RPHASCH2410_PD00460	FALSE
site	ECK120000540	Lrp	b0889	RPHASCH2410_RS28065	RPHASCH2410_PD03050	NA	NA	NA	RPHASCH2410_RS25505	RPHASCH2410_PD00465	RPHASCH2410_PD00465	FALSE
site	ECK120004350	UlaR	b4191	RPHASCH2410_RS21345	RPHASCH2410_PB00140	NA	NA	NA	RPHASCH2410_RS25505	RPHASCH2410_PD00465	RPHASCH2410_PD00465	FALSE
site	ECK120000378	NtrC	b3868	RPHASCH2410_RS02570	RPHASCH2410_CH02640	NA	NA	NA	RPHASCH2410_RS25585	RPHASCH2410_PD00545	RPHASCH2410_PD00545	FALSE
site	ECK120002342	GntR	b3438	RPHASCH2410_RS25610	RPHASCH2410_PD00565	NA	NA	NA	RPHASCH2410_RS25610	RPHASCH2410_PD00565	RPHASCH2410_PD00565	FALSE
site	ECK120002342	GntR	b3438	RPHASCH2410_RS25610	RPHASCH2410_PD00565	NA	NA	NA	RPHASCH2410_RS25615	RPHASCH2410_PD00570	RPHASCH2410_PD00570	FALSE
site	ECK120002342	GntR	b3438	RPHASCH2410_RS25610	RPHASCH2410_PD00565	NA	NA	NA	RPHASCH2410_RS25740	RPHASCH2410_PD00700	RPHASCH2410_PD00700	FALSE
site	ECK120002342	GntR	b3438	RPHASCH2410_RS25610	RPHASCH2410_PD00565	NA	NA	NA	RPHASCH2410_RS25745	RPHASCH2410_PD00705	RPHASCH2410_PD00705	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS25775	RPHASCH2410_PD00735	RPHASCH2410_PD00735	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS25820	RPHASCH2410_PD00780	RPHASCH2410_PD00780	FALSE
site	ECK120002286	PuuR	b1299	RPHASCH2410_RS28340	RPHASCH2410_PD03330	NA	NA	NA	RPHASCH2410_RS25830	RPHASCH2410_PD00790	RPHASCH2410_PD00790	FALSE
site	ECK120003471	SlyA	b1642	RPHASCH2410_RS15855	RPHASCH2410_CH16260	NA	NA	NA	RPHASCH2410_RS25855	RPHASCH2410_PD00815	RPHASCH2410_PD00815	FALSE
site	ECK120003471	SlyA	b1642	RPHASCH2410_RS15855	RPHASCH2410_CH16260	NA	NA	NA	RPHASCH2410_RS25860	RPHASCH2410_PD00820	RPHASCH2410_PD00820	FALSE
site	ECK120000357	GalR	b2837	RPHASCH2410_RS09860	RPHASCH2410_CH10080	NA	NA	NA	RPHASCH2410_RS26030	RPHASCH2410_PD00985	RPHASCH2410_PD00985	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS26030	RPHASCH2410_PD00985	RPHASCH2410_PD00985	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS26030	RPHASCH2410_PD00985	RPHASCH2410_PD00985	FALSE
site	ECK120000357	GalR	b2837	RPHASCH2410_RS09860	RPHASCH2410_CH10080	NA	NA	NA	RPHASCH2410_RS26035	RPHASCH2410_PD00990	RPHASCH2410_PD00990	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS26035	RPHASCH2410_PD00990	RPHASCH2410_PD00990	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS26035	RPHASCH2410_PD00990	RPHASCH2410_PD00990	FALSE
site	ECK120002286	PuuR	b1299	RPHASCH2410_RS28340	RPHASCH2410_PD03330	NA	NA	NA	RPHASCH2410_RS26265	RPHASCH2410_PD01220	RPHASCH2410_PD01220	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS26275	RPHASCH2410_PD01230	RPHASCH2410_PD01230	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS26280	RPHASCH2410_PD01235	RPHASCH2410_PD01235	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS26280	RPHASCH2410_PD01235	RPHASCH2410_PD01235	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS26375	RPHASCH2410_PD01340	RPHASCH2410_PD01340	FALSE
site	ECK120000946	SoxR	b4063	RPHASCH2410_RS05245	RPHASCH2410_CH05360	NA	NA	NA	RPHASCH2410_RS26405	RPHASCH2410_PD01370	RPHASCH2410_PD01370	FALSE
site	ECK120002342	GntR	b3438	RPHASCH2410_RS25610	RPHASCH2410_PD00565	NA	NA	NA	RPHASCH2410_RS32110	RPHASCH2410_PD01455	RPHASCH2410_PD01455	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS26535	RPHASCH2410_PD01515	RPHASCH2410_PD01515	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS26545	RPHASCH2410_PD01525	RPHASCH2410_PD01525	FALSE
site	ECK120001729	GcvA	b2808	RPHASCH2410_RS14950	RPHASCH2410_CH15335	NA	NA	NA	RPHASCH2410_RS26585	RPHASCH2410_PD01565	RPHASCH2410_PD01565	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS26585	RPHASCH2410_PD01565	RPHASCH2410_PD01565	FALSE
site	ECK120001729	GcvA	b2808	RPHASCH2410_RS14950	RPHASCH2410_CH15335	NA	NA	NA	RPHASCH2410_RS26590	RPHASCH2410_PD01570	RPHASCH2410_PD01570	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS26590	RPHASCH2410_PD01570	RPHASCH2410_PD01570	FALSE
site	ECK120000378	NtrC	b3868	RPHASCH2410_RS02570	RPHASCH2410_CH02640	NA	NA	NA	RPHASCH2410_RS26625	RPHASCH2410_PD01605	exoQ	FALSE
site	ECK120000540	Lrp	b0889	RPHASCH2410_RS28065	RPHASCH2410_PD03050	NA	NA	NA	RPHASCH2410_RS26930	RPHASCH2410_PD01910	RPHASCH2410_PD01910	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS26930	RPHASCH2410_PD01910	RPHASCH2410_PD01910	FALSE
site	ECK120004350	UlaR	b4191	RPHASCH2410_RS21345	RPHASCH2410_PB00140	NA	NA	NA	RPHASCH2410_RS26945	RPHASCH2410_PD01920	RPHASCH2410_PD01920	FALSE
